case_id,holding_id,ruling_direction,pro_ds,primary_concept,concept_cluster,chamber,chamber_grouped,core_holding,direction_justification,p_hat_insample,p_hat_loo,pearson_resid,deviance_resid,loo_surprise,loo_error,cooks_d
C-180/21,3,PRO_CONTROLLER,0,PUBLIC_INTEREST_BASIS,LAWFULNESS,FIFTH,FIFTH,Processing personal data by a public prosecutor's office for State defense in damages proceedings may be lawful under Article 6(1)(e) GDPR as a task carried out in the public interest.,"The Court permits public authorities to process personal data for litigation defense under the public interest basis, facilitating their defensive capabilities.",0.1628781479670785,0.16902418355058443,-0.44110001411471,-0.5962979745218625,0.16902418355058443,0.16902418355058443,0.001256228164032401
C-182/22 & C-189/22,1,NEUTRAL_OR_UNCLEAR,0,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,"The right to compensation under Article 82(1) GDPR fulfils an exclusively compensatory function, not a punitive or deterrent one.",The holding clarifies the nature of compensation without expanding or restricting rights; it confirms compensation must be full but not punitive.,0.2625866694576393,0.2707101693059449,-0.5967340850420819,-0.780521256062378,0.2707101693059449,0.2707101693059449,0.0018860497588067875
C-182/22 & C-189/22,2,MIXED,0,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,The severity and intentional nature of a GDPR infringement need not be taken into account when determining compensation under Article 82(1).,"The holding benefits controllers by not increasing compensation for intentional violations, but also confirms presumed fault liability.",0.4345029753363331,0.46026780797649036,-0.8765591250415373,-1.0677548827944359,0.46026780797649036,0.46026780797649036,0.008005969175759535
C-182/22 & C-189/22,3,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,Non-material damage from a data breach is not by its nature less significant than physical injury when determining compensation.,Elevating non-material damage to equal status with physical injury strengthens data subject compensation rights.,0.764027043415452,0.7592458784033602,0.5557465192809729,0.7336921606524586,0.24075412159663978,-0.24075412159663978,0.0010620226655050598
C-182/22 & C-189/22,4,MIXED,0,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,Courts may award minimal compensation for non-serious damage provided it fully compensates the damage actually suffered.,Confirms no de minimis threshold (pro-data subject) but permits minimal/symbolic awards for minor damage (pro-controller).,0.4345029753363331,0.46026780797649036,-0.8765591250415373,-1.0677548827944359,0.46026780797649036,0.46026780797649036,0.008005969175759535
C-182/22 & C-189/22,5,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,"Identity theft requires actual misuse of identity by a third party, but compensation for data theft is not limited to cases of proven identity theft.","Clarifies that compensation is available for data theft even without proven identity theft or fraud, lowering the burden for claimants.",0.74646557739564,0.7394298136588436,0.5827919889013734,0.764729723577169,0.26057018634115636,-0.26057018634115636,0.0016098773997536813
C-184/20,1,PRO_DATA_SUBJECT,1,LEGAL_OBLIGATION_BASIS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,"Online publication of declarations of private interests is precluded where it includes name-specific data about declarant's spouse, close relatives, or transactions exceeding EUR 3000.","Court restricts scope of permissible online publication of personal data, requiring proportionality assessment that favors privacy over transparency.",0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
C-184/20,2,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_DEFINITION,SPECIAL_CATEGORIES,GRAND_CHAMBER,GRAND_CHAMBER,Personal data liable to indirectly reveal sexual orientation constitutes processing of special categories of personal data under Article 9(1) GDPR.,Broad interpretation of special categories to include indirect revelation of sensitive data expands protection for data subjects.,0.764027043415452,0.7592458784033602,0.5557465192809729,0.7336921606524586,0.24075412159663978,-0.24075412159663978,0.0010620226655050598
C-200/23,1,NEUTRAL_OR_UNCLEAR,0,OTHER,OTHER,FIRST,FIRST,Directive 2017/1132 does not oblige Member States to permit disclosure of personal data in company constitutive instruments beyond minimum required data.,This holding clarifies scope of EU directive without expanding or restricting data subject rights.,0.41131344370371387,0.4297170959529247,-0.8358808836907081,-1.029428384555569,0.4297170959529247,0.4297170959529247,0.005428487871323692
C-200/23,2,PRO_DATA_SUBJECT,1,CONTROLLER_DEFINITION,ACTORS,FIRST,FIRST,"The authority maintaining the commercial register is both a recipient and controller of personal data it publishes, even for non-required data.",Broad interpretation of controller definition ensures commercial register authority bears GDPR obligations for all published data.,0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-200/23,3,PRO_DATA_SUBJECT,1,RIGHT_TO_ERASURE,RIGHTS,FIRST,FIRST,A Member State cannot refuse erasure requests for non-required personal data solely because redacted document copies were not provided by the applicant.,Data subjects can obtain erasure of non-required personal data from commercial registers without needing third-party cooperation.,0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
C-200/23,4,PRO_DATA_SUBJECT,1,PERSONAL_DATA_SCOPE,SCOPE,FIRST,FIRST,A handwritten signature of a natural person constitutes personal data under the GDPR.,Broad interpretation of personal data to include handwritten signatures expands scope of GDPR protection.,0.74646557739564,0.7394298136588435,0.5827919889013734,0.764729723577169,0.2605701863411565,-0.2605701863411565,0.0016098773997536813
C-200/23,5,MIXED,0,REMEDIES_COMPENSATION,ENFORCEMENT,FIRST,FIRST,Loss of control over personal data for a limited period may constitute compensable non-material damage if the data subject proves actual damage occurred.,Broad concept of damage favors data subjects but requirement to prove actual damage creates a threshold that may limit recovery.,0.764027043415452,0.7793775026395677,-1.799381489134905,-1.6994340653676379,0.7793775026395677,0.7793775026395677,0.011133373519061525
C-200/23,6,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,ENFORCEMENT,FIRST,FIRST,A non-binding supervisory authority opinion cannot exempt the controller from liability under Article 82(3) GDPR.,"Controllers cannot escape liability by relying on DPA opinions, maintaining strong accountability standards.",0.6000853757779593,0.5901530182500077,0.8163513613578837,1.010626875682028,0.40984698174999235,-0.40984698174999235,0.002823241321338116
C-203/22,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,RIGHTS,FIRST,FIRST,"In automated decision-making including profiling, data subjects may require controllers to explain in a concise, transparent, and intelligible form the procedure and principles actually applied to their personal data.","Broad interpretation of meaningful information requires controllers to explain procedure and principles of automated processing, enhancing data subject understanding and ability to exercise rights.",0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-203/22,2,MIXED,0,RIGHT_OF_ACCESS,RIGHTS,FIRST,FIRST,"When information under Article 15(1)(h) contains third-party data or trade secrets, the controller must provide it to the supervisory authority or court to balance competing interests.","Balances data subject access rights against trade secrets and third-party rights, requiring case-by-case assessment rather than blanket exclusions; invalidates Austrian provision creating automatic exception.",0.6388753246488945,0.6631077273189944,-1.3300852427985554,-1.4272575234969147,0.6631077273189944,0.6631077273189944,0.011688133311203733
C-205/21,1,NEUTRAL_OR_UNCLEAR,0,SPECIAL_CATEGORIES_CONDITIONS,SPECIAL_CATEGORIES,FIFTH,FIFTH,"Processing of biometric and genetic data by police is authorized by Member State law if that law contains a sufficiently clear and precise legal basis, even if it incorrectly references the GDPR instead of Directive 2016/680.",The holding clarifies technical transposition requirements without expanding or restricting substantive data protection rights.,0.41131344370371387,0.4297170959529246,-0.8358808836907081,-1.029428384555569,0.4297170959529246,0.4297170959529246,0.005428487871323692
C-205/21,2,PRO_CONTROLLER,0,SPECIAL_CATEGORIES_CONDITIONS,SPECIAL_CATEGORIES,FIFTH,FIFTH,"National legislation may allow courts to authorize compulsory collection of biometric and genetic data from accused persons without assessing evidence, provided effective judicial review is subsequently guaranteed.","The holding permits compulsory data collection without full judicial review at the initial stage, favoring law enforcement operational needs over immediate data subject protection.",0.45051773389779753,0.4698686102238902,-0.9054805064140953,-1.0943297295136225,0.4698686102238902,0.4698686102238902,0.006114411667564095
C-205/21,3,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,SPECIAL_CATEGORIES,FIFTH,FIFTH,National legislation providing for systematic collection of biometric and genetic data of all persons accused of intentional public prosecution offences is precluded without verification that collection is strictly necessary.,"The holding prohibits systematic blanket collection of sensitive biometric and genetic data, requiring individualized necessity assessment and limiting law enforcement discretion.",0.6388753246488945,0.6250391646642423,0.751831512289032,0.9466213115461535,0.37496083533575775,-0.37496083533575775,0.003734455217942424
C-231/22,1,PRO_DATA_SUBJECT,1,CONTROLLER_DEFINITION,ACTORS,THIRD,THIRD,"An official journal may be classified as a controller of personal data in published documents even without legal personality, where national law determines the purposes and means of processing.",Broad interpretation of controller definition to include official journals ensures data subjects can exercise their rights against the publishing entity.,0.764027043415452,0.7592458784033602,0.5557465192809729,0.7336921606524586,0.24075412159663978,-0.24075412159663978,0.0010620226655050598
C-231/22,2,NEUTRAL_OR_UNCLEAR,0,ACCOUNTABILITY,PRINCIPLES,THIRD,THIRD,The official journal is solely responsible for compliance with Article 5(1) principles for its processing operations unless national law establishes joint responsibility with other entities in the processing chain.,The holding clarifies allocation of responsibility without expanding or restricting either controller obligations or data subject rights.,0.6000853757779593,0.6149372674408571,-1.2249627389852658,-1.3538864015126921,0.6149372674408571,0.6149372674408571,0.006356814174992949
C-245/20,1,PRO_CONTROLLER,0,DPA_POWERS,ENFORCEMENT,FIRST,FIRST,"Courts making documents containing personal data available to journalists for reporting falls within their judicial capacity, excluding DPA supervisory competence.","Court interprets judicial capacity exception broadly to exclude DPA oversight, limiting data subjects' ability to complain to supervisory authority about court data processing.",0.5455155553296872,0.615639011190848,-1.0955799044117749,-1.255859539198651,0.615639011190848,0.615639011190848,0.028303059240595303
C-247/23,1,PRO_DATA_SUBJECT,1,RIGHT_TO_RECTIFICATION,RIGHTS,FIRST,FIRST,A national authority keeping a public register must rectify personal data relating to gender identity where those data are inaccurate under the accuracy principle.,Broad interpretation of rectification right prevents Member States from limiting gender identity rectification through absence of national procedures.,0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
C-247/23,2,PRO_DATA_SUBJECT,1,RIGHT_TO_RECTIFICATION,RIGHTS,FIRST,FIRST,Member States cannot require proof of gender reassignment surgery as condition for exercising the right to rectification of gender identity data in public registers.,"Prohibits surgery requirement for gender identity rectification, protecting transgender persons from disproportionate evidentiary burdens.",0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
C-252/21,1,NEUTRAL_OR_UNCLEAR,0,DPA_POWERS,ENFORCEMENT,GRAND_CHAMBER,GRAND_CHAMBER,"A national competition authority may find that a dominant undertaking's data processing terms are inconsistent with the GDPR when necessary to establish abuse of dominance, subject to sincere cooperation with data protection supervisory authorities.","The holding addresses institutional competence allocation between competition and data protection authorities, not substantive rights of data subjects or controllers.",0.2625866694576393,0.2707101693059449,-0.5967340850420819,-0.780521256062378,0.2707101693059449,0.2707101693059449,0.0018860497588067875
C-252/21,2,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_DEFINITION,SPECIAL_CATEGORIES,GRAND_CHAMBER,GRAND_CHAMBER,"Collection and linking of off-platform data revealing sensitive categories constitutes prohibited processing of special categories of personal data, regardless of whether the revealed information concerns the user or another person.","Broad interpretation of special categories to include data that can reveal sensitive information extends protection to users whose browsing behavior may reveal health, political, or sexual orientation data.",0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-252/21,3,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,SPECIAL_CATEGORIES,GRAND_CHAMBER,GRAND_CHAMBER,Merely visiting websites does not constitute manifestly making data public; entering information or clicking buttons only does so where the user explicitly chose to make data accessible to an unlimited number of persons.,Narrow interpretation of the manifestly made public exception prevents social networks from claiming user browsing or interaction implies public disclosure of sensitive data.,0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-252/21,4,PRO_DATA_SUBJECT,1,CONTRACT_BASIS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,"Processing of off-platform data is necessary for contract performance only if objectively indispensable for a purpose integral to the contractual obligation, such that the contract's main subject matter cannot be achieved without it.",Strict interpretation of contract necessity prevents social networks from bundling unnecessary data processing into service contracts and claiming contractual basis.,0.6388753246488945,0.6250391646642424,0.751831512289032,0.9466213115461535,0.37496083533575764,-0.37496083533575764,0.003734455217942424
C-252/21,5,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,"Processing for legitimate interests requires informing users of the specific interest pursued, strict necessity, and a balancing test where users' interests and fundamental rights do not override the controller's legitimate interest.",Users' fundamental rights and reasonable expectations override controller's advertising interests; extensive tracking creates a feeling of continuous surveillance that overrides commercial interests.,0.6388753246488945,0.6250391646642424,0.751831512289032,0.9466213115461535,0.37496083533575764,-0.37496083533575764,0.003734455217942424
C-252/21,6,NEUTRAL_OR_UNCLEAR,0,LEGAL_OBLIGATION_BASIS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,"Processing for legal obligation compliance requires actual necessity pursuant to EU or Member State law meeting a public interest objective, proportionality to the legitimate aim, and strict necessity in the processing carried out.",The holding provides interpretive guidance on the legal obligation basis without decisively expanding or limiting its scope.,0.1628781479670785,0.16902418355058438,-0.44110001411471,-0.5962979745218625,0.16902418355058438,0.16902418355058438,0.001256228164032401
C-252/21,7,PRO_DATA_SUBJECT,1,VITAL_INTERESTS_BASIS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,A social network operator cannot in principle rely on vital interests or public interest/official authority bases to justify off-platform data collection given its essentially commercial nature.,Limiting commercial entities from invoking vital interests or public interest bases prevents abuse of these narrow exceptions by private platforms.,0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-252/21,8,MIXED,0,CONSENT_BASIS,LAWFULNESS,GRAND_CHAMBER,GRAND_CHAMBER,"A dominant position does not per se preclude valid consent, but is an important factor in assessing whether consent was freely given, particularly regarding imbalance of power and bundling of unnecessary processing.","Dominant position does not automatically invalidate consent (pro-controller), but must be considered as important factor affecting freedom of choice and requires option to refuse without detriment (pro-data subject).",0.6388753246488945,0.6631077273189944,-1.3300852427985554,-1.4272575234969147,0.6631077273189944,0.6631077273189944,0.011688133311203733
C-26/22 & C-64/22,1,PRO_DATA_SUBJECT,1,DPA_POWERS,ENFORCEMENT,FIRST,FIRST,"A supervisory authority decision on a complaint is subject to full judicial review, not merely procedural review of whether the complaint was handled.","Establishes full judicial review of DPA decisions, strengthening data subject remedies against inadequate supervisory authority responses.",0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-26/22 & C-64/22,2,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,LAWFULNESS,FIRST,FIRST,Credit agencies cannot retain insolvency discharge data beyond the public register retention period as this fails the legitimate interest balancing test.,"Limits credit agency data retention to public register period, restricting controller processing and prioritizing data subject rehabilitation interests.",0.6388753246488945,0.6250391646642423,0.751831512289032,0.9466213115461535,0.37496083533575775,-0.37496083533575775,0.003734455217942424
C-26/22 & C-64/22,3,PRO_DATA_SUBJECT,1,RIGHT_TO_ERASURE,RIGHTS,FIRST,FIRST,Data subjects have the right to erasure when they object to processing and the controller cannot demonstrate overriding legitimate grounds.,Confirms erasure right when data subject objects and places burden on controller to demonstrate overriding legitimate grounds.,0.1628781479670785,0.1333145573790366,2.267059549462024,1.90512619856047,0.8666854426209634,-0.8666854426209634,0.033183350820619274
C-26/22 & C-64/22,4,PRO_DATA_SUBJECT,1,RIGHT_TO_ERASURE,RIGHTS,FIRST,FIRST,Controllers must erase unlawfully processed personal data as soon as possible without undue delay.,"Affirms immediate erasure obligation for unlawfully processed data, strengthening data subject remedies.",0.41131344370371387,0.38515900901779887,1.1963427075538025,1.3329664049756416,0.6148409909822011,-0.6148409909822011,0.011119910678631493
C-268/21,1,NEUTRAL_OR_UNCLEAR,0,LEGAL_OBLIGATION_BASIS,LAWFULNESS,THIRD,THIRD,Article 6(3) and (4) GDPR applies to the production in civil court proceedings of documents containing personal data originally collected for other purposes such as tax inspection.,The holding clarifies the scope of GDPR application to civil proceedings without expanding or restricting rights of either party.,0.1628781479670785,0.16902418355058443,-0.44110001411471,-0.5962979745218625,0.16902418355058443,0.16902418355058443,0.001256228164032401
C-268/21,2,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,PRINCIPLES,THIRD,THIRD,"When ordering document production containing personal data, national courts must balance data subject interests against other interests, applying proportionality and data minimisation principles.","Requires courts to actively consider data subject interests and apply data minimisation, including pseudonymisation and access restrictions, when ordering document production.",0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
C-272/19,1,PRO_DATA_SUBJECT,1,CONTROLLER_DEFINITION,ACTORS,THIRD,THIRD,A petitions committee of a federated state parliament that determines purposes and means of processing personal data is a controller under the GDPR.,Broad interpretation of controller definition to include parliamentary committees expands GDPR scope and enables data subject access rights.,0.74646557739564,0.7394298136588435,0.5827919889013734,0.764729723577169,0.2605701863411565,-0.2605701863411565,0.0016098773997536813
C-300/21,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,The mere infringement of GDPR provisions is not sufficient to confer a right to compensation; actual damage must be proven.,"Requires proof of actual damage beyond mere GDPR infringement, limiting compensation claims.",0.41131344370371387,0.4297170959529245,-0.8358808836907081,-1.029428384555569,0.4297170959529245,0.4297170959529245,0.005428487871323692
C-300/21,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,National rules cannot make compensation for non-material damage conditional on the damage reaching a certain threshold of seriousness.,Broad interpretation of damage concept prevents Member States from imposing seriousness thresholds that would limit compensation claims.,0.764027043415452,0.7592458784033602,0.5557465192809729,0.7336921606524586,0.24075412159663978,-0.24075412159663978,0.0010620226655050598
C-300/21,3,MIXED,0,REMEDIES_COMPENSATION,ENFORCEMENT,THIRD,THIRD,"National courts apply domestic rules to determine damages amounts, subject to principles of equivalence and effectiveness ensuring full and effective compensation.","Defers to national law on quantum but requires full and effective compensation, balancing procedural autonomy with data subject protection.",0.2625866694576393,0.270710169305945,-0.5967340850420819,-0.780521256062378,0.270710169305945,0.270710169305945,0.0018860497588067875
C-306/21,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,SCOPE,EIGHTH,OTHER,Processing of personal data in the context of organizing elections in a Member State falls within the scope of the GDPR and is not excluded by Article 2(2)(a).,"Broad interpretation of GDPR scope includes election-related data processing, rejecting narrow national security exception.",0.6000853757779593,0.5901530182500075,0.8163513613578837,1.010626875682028,0.40984698174999246,-0.40984698174999246,0.002823241321338116
C-306/21,2,PRO_DATA_SUBJECT,1,DPA_POWERS,ENFORCEMENT,EIGHTH,OTHER,Competent authorities may adopt administrative measures limiting or prohibiting video recording during the vote count at polling stations in elections.,"Confirms DPA power to restrict data processing activities to protect personal data during elections, applying data minimisation principle.",0.45051773389779753,0.42698974564205755,1.1043860055654502,1.2628205238952634,0.5730102543579425,-0.5730102543579425,0.009095744545892903
C-307/22,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,RIGHTS,FIRST,FIRST,The controller must provide a data subject with a first free copy of personal data undergoing processing regardless of the reasons stated for the access request.,Strengthens right of access by confirming no justification is required for requesting a first free copy of personal data.,0.764027043415452,0.7592458784033603,0.5557465192809729,0.7336921606524586,0.24075412159663967,-0.24075412159663967,0.0010620226655050598
C-307/22,2,PRO_DATA_SUBJECT,1,MEMBER_STATE_DISCRETION,OTHER,FIRST,FIRST,National legislation cannot require data subjects to bear the costs of a first copy of personal data in order to protect the economic interests of controllers.,Limits Member State discretion to restrict right of access and rejects economic interests of controllers as valid justification.,0.8349269113527461,0.8271795731364205,0.4446455075375096,0.6006847580494233,0.17282042686357946,-0.17282042686357946,0.001615007966299825
